Term;HeartofDarkness.txt;SherlockHolmes.txt;Frankenstein.txt;PrideandPrejudice.txt;ATaleofTwoCitie.txt;Alice’sAdventuresinWonderland.txt;MobyDick.txt 
babes—pull;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
marring;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
—“;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
him—nothing;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
—”;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
deadliness;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
presaged;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
glare;"0,000369";"0,000372";"0,000000";"0,000000";"0,000190";"0,000000";"0,000146"
amends;"0,000000";"0,000000";"0,000000";"0,000798";"0,000284";"0,000000";"0,000000"
terrestrial;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
deception;"0,000000";"0,000124";"0,000000";"0,000319";"0,000095";"0,000000";"0,000097"
holidays;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
fellows;"0,002029";"0,000124";"0,000412";"0,000319";"0,000284";"0,000341";"0,000535"
Bristol;"0,000000";"0,000745";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
“Weep;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Lucases;"0,000000";"0,000000";"0,000000";"0,002234";"0,000000";"0,000000";"0,000000"
door—the;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
starts;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000195"
tigerish;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
actual;"0,000000";"0,000124";"0,000274";"0,000798";"0,000284";"0,000000";"0,000146"
glass;"0,001475";"0,001738";"0,000000";"0,000319";"0,002845";"0,003408";"0,000875"
impetuously;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
dunce;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
d’ye;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,001070"
Involved;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
remonstrating;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
preventer;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Ave;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Ivory;"0,000369";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
adorned;"0,000000";"0,000000";"0,000137";"0,000479";"0,000095";"0,000000";"0,000049"
assume;"0,000000";"0,000248";"0,000137";"0,000479";"0,000190";"0,000000";"0,000146"
fetid;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
memory;"0,001660";"0,001242";"0,002332";"0,001276";"0,000853";"0,000341";"0,000292"
practising;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
dissection;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
disaster;"0,000000";"0,000000";"0,000549";"0,000000";"0,000000";"0,000000";"0,000195"
starry;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000146"
currants;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
IRENE;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
progeny;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000146"
mountains—they;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
attends;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000341";"0,000049"
deservedly;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
he—‘he;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
fishermen’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
earliest;"0,000184";"0,000124";"0,000412";"0,000957";"0,000095";"0,000000";"0,000146"
budged;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
marvel;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000097"
illuminated;"0,000000";"0,000124";"0,000274";"0,000000";"0,000284";"0,000000";"0,000146"
Hecla;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
relenting;"0,000000";"0,000000";"0,000000";"0,000000";"0,000190";"0,000000";"0,000000"
fencing;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
‘“;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
Throttling;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Invoice;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
funnel;"0,000369";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
ledgers;"0,000000";"0,000124";"0,000000";"0,000000";"0,000095";"0,000000";"0,000049"
regulate;"0,000000";"0,000000";"0,000274";"0,000160";"0,000000";"0,000000";"0,000000"
obstacles;"0,000000";"0,000000";"0,000137";"0,000319";"0,000095";"0,000000";"0,000000"
eddied;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Aye;"0,000000";"0,000000";"0,000000";"0,000957";"0,000000";"0,000000";"0,001556"
extant;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
Bellies;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
fuddled;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
candies;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
vermillion;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
preliminaries;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000097"
coats;"0,000000";"0,000000";"0,000000";"0,000160";"0,000095";"0,000000";"0,000146"
‘Shy;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
chiseled;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
periodicalness;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Poetry;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
specifically;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
enter;"0,000369";"0,000621";"0,002606";"0,001914";"0,000569";"0,000000";"0,000438"
eddies;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
“Were;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000000"
Stoke;"0,000000";"0,001366";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
’”;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000195"
flowers;"0,000000";"0,000248";"0,000686";"0,000000";"0,000474";"0,000682";"0,000195"
flowery;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000146"
suckling;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
visitants;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
wretch;"0,000000";"0,000124";"0,003155";"0,000000";"0,000379";"0,000000";"0,000000"
dates;"0,000000";"0,000497";"0,000137";"0,000000";"0,000095";"0,000341";"0,000000"
Edgewise;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
dexterously;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000097"
creative;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000049"
robing;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
coast;"0,002951";"0,000000";"0,000137";"0,000000";"0,000190";"0,000341";"0,001897"
eyebrows;"0,000184";"0,000372";"0,000000";"0,000000";"0,001138";"0,000000";"0,000000"
Finding;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000049"
‘stupid;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000682";"0,000000"
sorrows;"0,000184";"0,000000";"0,000549";"0,000000";"0,000284";"0,000341";"0,000049"
‘Sit;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
veins—royal;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
remissness;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
bright;"0,000922";"0,002235";"0,000960";"0,000160";"0,002465";"0,002727";"0,001118"
planned;"0,000000";"0,000124";"0,000000";"0,000479";"0,000095";"0,000000";"0,000049"
hazards;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Thereby;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
“Pray;"0,000000";"0,000000";"0,000000";"0,000000";"0,000569";"0,000000";"0,000049"
assure;"0,000738";"0,000869";"0,000686";"0,006222";"0,000569";"0,000000";"0,000243"
pretext;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
gracious;"0,000000";"0,000248";"0,000000";"0,001276";"0,000759";"0,000000";"0,000195"
Stoic;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
toppling;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
‘Halloa;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
BROTHER;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
reaping;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000049"
canonicals;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
grenadier’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
evince;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
fetch;"0,000000";"0,000124";"0,000000";"0,000479";"0,000190";"0,001704";"0,000438"
“’;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,001363";"0,000000"
“Lower;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000243"
Giver;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
outlines;"0,000369";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000097"
oasis;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
audibly;"0,000000";"0,000000";"0,000137";"0,000000";"0,000190";"0,000341";"0,000000"
compact;"0,000184";"0,000000";"0,000137";"0,000000";"0,000190";"0,000000";"0,000195"
possession;"0,000922";"0,000869";"0,001097";"0,001436";"0,000474";"0,000000";"0,000486"
Starbuck—but;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
bushels;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
DICK;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
daresay;"0,000184";"0,000248";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
runaway;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
“Willingly;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000000"
disconnected;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Prince;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
outlined;"0,000000";"0,000248";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
”—;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
bandied;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
audible;"0,000369";"0,000124";"0,000274";"0,000160";"0,000853";"0,000000";"0,000049"
”’;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,005794";"0,000000"
unvarying;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000097"
sympathetical;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
all—there’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
avast;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000389"
nimble;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000097"
dumfoundered;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
“Well;"0,000000";"0,000000";"0,000000";"0,000000";"0,002750";"0,000000";"0,000827"
Tyre;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
whiskers;"0,000184";"0,000869";"0,000000";"0,000000";"0,000000";"0,001022";"0,000195"
CAN;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,001363";"0,000000"
nimbly;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000000"
cord—as;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
undressing;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000049"
“enlarge”;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
condemns;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
deceptive;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
critical;"0,000000";"0,000000";"0,000137";"0,000160";"0,000000";"0,000000";"0,000681"
reciprocally;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Emir;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
modulated;"0,000184";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
guarded;"0,000000";"0,000000";"0,000274";"0,001436";"0,000474";"0,000000";"0,000049"
seaman’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000195"
tramping;"0,000184";"0,000000";"0,000000";"0,000000";"0,000190";"0,000000";"0,000049"
regulars;"0,000000";"0,000000";"0,000000";"0,000319";"0,000000";"0,000000";"0,000000"
CHORUS;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000682";"0,000000"
dated;"0,000000";"0,000497";"0,000412";"0,000319";"0,000284";"0,000000";"0,000000"
possessing;"0,000000";"0,000000";"0,000137";"0,000160";"0,000190";"0,000000";"0,000146"
exotic;"0,000184";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000049"
sprains;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
introduction;"0,000000";"0,000248";"0,000412";"0,001755";"0,000190";"0,000000";"0,000049"
Loitering;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
‘She;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000682";"0,000000"
annals;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
Niger’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
cursing;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
revenge;"0,000000";"0,000248";"0,003018";"0,000319";"0,000190";"0,000000";"0,000389"
Bah;"0,000000";"0,000000";"0,000000";"0,000000";"0,000190";"0,000000";"0,000000"
noticing;"0,000000";"0,000000";"0,000000";"0,000160";"0,000190";"0,000341";"0,000049"
Bag;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
threads;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000340"
ratifying;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
phrenology;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
thing—though;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Stretched;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
warehouse—our;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Bar;"0,000000";"0,000124";"0,000000";"0,000000";"0,001802";"0,000000";"0,000000"
overtook;"0,000000";"0,000248";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
kingly;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Bay;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000195"
mainyard;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
sartin;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
demands;"0,000184";"0,000000";"0,000137";"0,000160";"0,000190";"0,000000";"0,000049"
cheerless;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
Heart;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
contracted;"0,000000";"0,000000";"0,000000";"0,000479";"0,000190";"0,000000";"0,000195"
blunderbusses;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
underling;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Towards;"0,000000";"0,000000";"0,000137";"0,000160";"0,000379";"0,000000";"0,000389"
sires;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
viewing;"0,000000";"0,000000";"0,000000";"0,000479";"0,000000";"0,000000";"0,000049"
“‘You;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
Simon;"0,000000";"0,004842";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
exuding;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
jiffy;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
servitude;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
memoir;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
prejudices;"0,000000";"0,000000";"0,000274";"0,000319";"0,000000";"0,000000";"0,000146"
paled;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
carefully;"0,000369";"0,001117";"0,000412";"0,000479";"0,000853";"0,001022";"0,000486"
Boswell;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
strew;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
prejudiced;"0,000000";"0,000000";"0,000274";"0,000160";"0,000000";"0,000000";"0,000000"
1100;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
attitude;"0,000553";"0,000248";"0,000274";"0,000160";"0,000853";"0,000000";"0,000340"
“Cussed;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
average;"0,000000";"0,000372";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
compare;"0,000184";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000340"
harpooneer;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,003550"
virtues;"0,000184";"0,000124";"0,001097";"0,000000";"0,000190";"0,000000";"0,000097"
cordage;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
choosing;"0,000000";"0,000124";"0,000000";"0,000160";"0,000000";"0,000341";"0,000000"
Tiger;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
FOOT;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
journal;"0,000000";"0,000000";"0,000549";"0,000000";"0,000190";"0,000000";"0,000000"
unlike;"0,000000";"0,000372";"0,000960";"0,000638";"0,000379";"0,000000";"0,000292"
shrinked;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Cupid;"0,000000";"0,000000";"0,000000";"0,000000";"0,000190";"0,000000";"0,000000"
Bed;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
business;"0,001660";"0,009064";"0,000274";"0,007179";"0,012042";"0,002386";"0,003209"
withdrawing;"0,000000";"0,000000";"0,000000";"0,000160";"0,000095";"0,000000";"0,000389"
STORY;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
aboriginally;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
constrained;"0,000000";"0,000000";"0,000137";"0,000160";"0,000000";"0,000000";"0,000097"
inscribed;"0,000000";"0,000000";"0,000000";"0,000000";"0,000190";"0,000000";"0,000049"
taught;"0,000000";"0,000000";"0,001097";"0,001276";"0,000284";"0,001363";"0,000146"
localness;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
finical;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
