Term;HeartofDarkness.txt;SherlockHolmes.txt;Frankenstein.txt;PrideandPrejudice.txt;ATaleofTwoCitie.txt;Alice’sAdventuresinWonderland.txt;MobyDick.txt 
glows;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
prevaricate;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
sacred;"0,000184";"0,000000";"0,000137";"0,000000";"0,000948";"0,000000";"0,000340"
tender;"0,000184";"0,000372";"0,000137";"0,000638";"0,000474";"0,000000";"0,000389"
infected;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000049"
meditate;"0,000000";"0,000000";"0,000274";"0,000319";"0,000284";"0,000000";"0,000000"
meantime;"0,000000";"0,000372";"0,001235";"0,000160";"0,000190";"0,000000";"0,000097"
boat;"0,000553";"0,000497";"0,002332";"0,000000";"0,000379";"0,000000";"0,013956"
Pig;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000682";"0,000049"
Lock;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
tended;"0,000184";"0,000124";"0,000137";"0,000000";"0,000474";"0,000000";"0,000000"
future;"0,000738";"0,001117";"0,002469";"0,002393";"0,000759";"0,000000";"0,000681"
Agatha;"0,000000";"0,000000";"0,003018";"0,000000";"0,000000";"0,000000";"0,000000"
creature’s;"0,000000";"0,000000";"0,000274";"0,000000";"0,000000";"0,000000";"0,000195"
Pip;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,002966"
altercation;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
upraising;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
workings;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000000"
duke;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
glove;"0,000000";"0,000497";"0,000000";"0,000160";"0,000095";"0,000000";"0,000000"
Prairies;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
body;"0,002398";"0,002607";"0,003155";"0,000319";"0,001991";"0,000682";"0,005203"
gradations;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000049"
Almighty’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
commenced;"0,000000";"0,000000";"0,000960";"0,000000";"0,000095";"0,000000";"0,000340"
mode;"0,000000";"0,000000";"0,000686";"0,000798";"0,000474";"0,000000";"0,000146"
thoughtlessly;"0,000184";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
snout;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
guttering;"0,000000";"0,000124";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Numa;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
commences;"0,000000";"0,000000";"0,000137";"0,000000";"0,000095";"0,000000";"0,000000"
me—but;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
tying;"0,000000";"0,000124";"0,000000";"0,000000";"0,000095";"0,000000";"0,000097"
percentages;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
conducted;"0,000184";"0,000124";"0,000823";"0,000319";"0,000379";"0,000000";"0,000097"
icily;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
fingertips;"0,000000";"0,000248";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Lavater;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
breathes;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000292"
haint;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
slipt;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
slips;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
congenialities;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
scowl;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
mock;"0,000000";"0,000000";"0,000549";"0,000000";"0,000190";"0,000000";"0,000049"
prayers;"0,000000";"0,000000";"0,000137";"0,000000";"0,000759";"0,000000";"0,000292"
“Terrors;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
susceptibility;"0,000000";"0,000000";"0,000000";"0,000160";"0,000095";"0,000000";"0,000000"
equipped;"0,000369";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000049"
interfering;"0,000184";"0,000000";"0,000000";"0,000160";"0,000190";"0,000000";"0,000049"
verdant;"0,000000";"0,000000";"0,000274";"0,000000";"0,000000";"0,000000";"0,000146"
dumb;"0,000553";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000584"
communicates;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
Cooke’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
unmerited;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
lamented;"0,000000";"0,000000";"0,000137";"0,000160";"0,000000";"0,000000";"0,000000"
Pip—he;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
favour;"0,000369";"0,001117";"0,000823";"0,003510";"0,001896";"0,000000";"0,000146"
tacit;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000097"
gloss;"0,000000";"0,000124";"0,000000";"0,000000";"0,000095";"0,000000";"0,000049"
snows;"0,000000";"0,000000";"0,000412";"0,000000";"0,000000";"0,000000";"0,000049"
petitioned;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
gardeners;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,002727";"0,000000"
hapless;"0,000000";"0,000000";"0,000274";"0,000000";"0,000000";"0,000000";"0,000146"
chaperon;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
dissimulation;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
snowy;"0,000184";"0,000000";"0,000960";"0,000000";"0,000095";"0,000000";"0,000389"
“Twice;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000049"
Northman;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
abroad;"0,000000";"0,000248";"0,000412";"0,000638";"0,000190";"0,000000";"0,000292"
guilt;"0,000000";"0,000497";"0,001372";"0,000479";"0,000095";"0,000341";"0,000097"
honorably;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
naturalists;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000486"
disposing;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000097"
should’st;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
petitioner;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
tacks;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Forgive;"0,000184";"0,000000";"0,000137";"0,000319";"0,000000";"0,000000";"0,000000"
hails;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
—complimentary;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
duly;"0,000000";"0,000124";"0,000000";"0,000000";"0,000095";"0,000000";"0,000292"
bantam;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
—Rad;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
communicated;"0,000000";"0,000248";"0,000823";"0,000479";"0,000569";"0,000000";"0,000049"
dull;"0,000738";"0,000869";"0,000274";"0,000638";"0,001043";"0,001022";"0,000340"
woollen;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000340"
honorable;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000340"
Aloysius;"0,000000";"0,000621";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
sourceless;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
accurate;"0,000000";"0,000124";"0,000137";"0,000160";"0,000095";"0,000000";"0,000049"
puppy’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
chiefs;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
pamphlets;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000049"
Sweet;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000097"
boil;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
officio;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
margin;"0,000184";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000292"
dung;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
vial;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000389"
triangularly;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
curvicues;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Whaleman’s;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
shabbiest;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
mount;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000486"
Pon;"0,000000";"0,000248";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
Venice;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
Pop;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
whitest;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
importunity;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000049"
pathetic;"0,000000";"0,000000";"0,000137";"0,000160";"0,000095";"0,000000";"0,000000"
suffusing;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
slates’ll;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
Inert;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
truer;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
awkwardness;"0,000000";"0,000000";"0,000000";"0,000479";"0,000000";"0,000000";"0,000097"
Knights;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000195"
voluptuous;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
impotent;"0,000184";"0,000000";"0,000274";"0,000000";"0,000000";"0,000000";"0,000049"
cocked;"0,000000";"0,000621";"0,000000";"0,000000";"0,000284";"0,000000";"0,000049"
hypos;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
curdles;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
fluttering;"0,000000";"0,000000";"0,000000";"0,000000";"0,000190";"0,000000";"0,000146"
fruits;"0,000000";"0,000124";"0,000000";"0,000319";"0,000379";"0,000000";"0,000049"
unfrequented;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
patience;"0,000738";"0,000248";"0,000412";"0,001436";"0,000190";"0,000341";"0,000146"
eatable;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
visions;"0,000000";"0,000000";"0,000686";"0,000000";"0,000000";"0,000000";"0,000097"
Wolf;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
reversionary;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
retard;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
vice;"0,000000";"0,000248";"0,001097";"0,000479";"0,000095";"0,000000";"0,000486"
substances;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
thoughtful;"0,000184";"0,000248";"0,000137";"0,000160";"0,000379";"0,000000";"0,000049"
excellently;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
noticed;"0,001107";"0,000869";"0,000000";"0,001276";"0,000664";"0,002727";"0,000535"
Gazette;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000049"
dupe;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
Swede;"0,000738";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
suppress;"0,000000";"0,000000";"0,000274";"0,000319";"0,000000";"0,000000";"0,000049"
bower;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
notices;"0,000000";"0,000248";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
bowed;"0,000000";"0,001117";"0,000000";"0,000479";"0,000664";"0,001363";"0,000486"
tearlessness;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Sleep;"0,000000";"0,000000";"0,000137";"0,000000";"0,000095";"0,000000";"0,000049"
ravening;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
kick;"0,000184";"0,000000";"0,000000";"0,000000";"0,000095";"0,001022";"0,000486"
theories;"0,000000";"0,000745";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
“perhaps;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
serene;"0,000369";"0,000000";"0,000960";"0,000000";"0,000474";"0,000000";"0,000389"
slaked;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
climates;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
Sleet;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000243"
strength;"0,001844";"0,001366";"0,002058";"0,000957";"0,001138";"0,000341";"0,001118"
dusk;"0,001291";"0,000248";"0,000137";"0,000000";"0,000190";"0,000000";"0,000049"
officer;"0,000000";"0,000000";"0,000137";"0,001276";"0,000474";"0,000341";"0,000681"
offices;"0,000184";"0,000745";"0,000137";"0,000000";"0,000095";"0,000000";"0,000049"
organisation;"0,000000";"0,000248";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
imprisoned;"0,000000";"0,000124";"0,000000";"0,000000";"0,000379";"0,000000";"0,000000"
bomb;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
naturalists—Olassen;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
mouse;"0,000184";"0,000000";"0,000000";"0,000000";"0,000095";"0,004772";"0,000146"
Wouldn;"0,000000";"0,000000";"0,000000";"0,000000";"0,000190";"0,000000";"0,000000"
view;"0,000184";"0,001862";"0,002058";"0,002712";"0,000759";"0,000000";"0,002237"
inlaid;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
fibrous;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
meditativeness;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
delegated;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Look;"0,000553";"0,000869";"0,000274";"0,000160";"0,001138";"0,000000";"0,001605"
Swear;"0,000000";"0,000000";"0,000000";"0,000000";"0,000190";"0,000000";"0,000000"
dust;"0,000184";"0,000621";"0,000549";"0,000000";"0,001991";"0,000000";"0,000486"
newest;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
infixed;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
travelling;"0,000369";"0,000248";"0,000137";"0,000957";"0,001707";"0,000000";"0,000049"
Expected;"0,000000";"0,000000";"0,000000";"0,000000";"0,000190";"0,000000";"0,000000"
steeling;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
vied;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
‘what;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000682";"0,000000"
holland;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
bulldog;"0,000000";"0,000248";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
mole;"0,000000";"0,000248";"0,000274";"0,000000";"0,000095";"0,000000";"0,000146"
unclosed;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
bold;"0,000000";"0,000124";"0,000274";"0,000319";"0,000474";"0,000000";"0,000827"
overlooking;"0,000000";"0,000000";"0,000137";"0,000000";"0,000095";"0,000000";"0,000097"
oblongs;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Long;"0,000184";"0,000000";"0,000000";"0,002393";"0,000853";"0,000341";"0,000486"
mourn;"0,000369";"0,000000";"0,000412";"0,000000";"0,000190";"0,000000";"0,000000"
bolt;"0,000000";"0,000000";"0,000274";"0,000000";"0,000095";"0,000000";"0,000340"
stultifying;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
intertwistings;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Lone;"0,000000";"0,000745";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
truce;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000049"
boon;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000049"
Christmas;"0,000000";"0,001242";"0,000000";"0,000957";"0,000095";"0,000341";"0,000292"
mood;"0,000000";"0,000372";"0,000274";"0,000000";"0,000095";"0,000000";"0,000486"
boom;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000389"
absence;"0,000000";"0,000497";"0,000960";"0,004148";"0,000759";"0,000341";"0,000243"
book;"0,001475";"0,001242";"0,000823";"0,002872";"0,000759";"0,003749";"0,001848"
truck;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000292"
redeems;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
himself—“for;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
kicking;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000243"
outs;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000632"
negative;"0,000000";"0,000000";"0,000000";"0,000479";"0,000095";"0,000000";"0,000097"
southwards;"0,000000";"0,000000";"0,000412";"0,000000";"0,000000";"0,000000";"0,000049"
departure—must;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
quenchless;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Harlequin;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
inapplicable;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
boot;"0,000184";"0,000621";"0,000000";"0,000000";"0,000474";"0,000000";"0,000097"
Martial;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
indiscretion;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
scruples;"0,000000";"0,000124";"0,000000";"0,000638";"0,000000";"0,000000";"0,000049"
monotonously;"0,000000";"0,000000";"0,000000";"0,000000";"0,000190";"0,000000";"0,000049"
sympathies;"0,000369";"0,000000";"0,000412";"0,000000";"0,000000";"0,000000";"0,000097"
abbreviate;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Wood;"0,000184";"0,000124";"0,000000";"0,000000";"0,000190";"0,000000";"0,000097"
lavish;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
princely;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
Loom;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
mouts;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
bone;"0,000553";"0,000372";"0,000137";"0,000000";"0,000000";"0,000341";"0,002431"
bond;"0,000369";"0,000124";"0,000000";"0,000000";"0,000095";"0,000000";"0,000097"
Put;"0,000000";"0,000248";"0,000000";"0,000160";"0,000284";"0,000000";"0,000049"
seating;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000097"
Tekel;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
mouth;"0,000922";"0,001242";"0,000000";"0,000160";"0,001991";"0,003408";"0,002918"
scrupled;"0,000000";"0,000000";"0,000000";"0,000319";"0,000000";"0,000000";"0,000000"
laceration;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
oust;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
nooks;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
bony;"0,000553";"0,000000";"0,000000";"0,000000";"0,000190";"0,000000";"0,000292"
giants;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000097"
assuming;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000195"
duty;"0,000369";"0,001242";"0,001509";"0,002393";"0,001707";"0,000000";"0,001216"
labyrinth;"0,000000";"0,000372";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
whaleboats;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000195"
trump;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
clearest;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Word;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
begotten;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
experimental;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
unremitting;"0,000000";"0,000000";"0,000412";"0,000000";"0,000000";"0,000000";"0,000000"
“than;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
Lory;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,002386";"0,000000"
Lose;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000049"
anxious;"0,001291";"0,001117";"0,000686";"0,003989";"0,001422";"0,001022";"0,000438"
slice;"0,000000";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Work;"0,000000";"0,000000";"0,000000";"0,000000";"0,000190";"0,000000";"0,000000"
princess;"0,000184";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
neighbors—the;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
participating;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
morsel;"0,000000";"0,000000";"0,000000";"0,000000";"0,000190";"0,000341";"0,000097"
Worn;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
creaking;"0,000000";"0,000124";"0,000137";"0,000000";"0,000000";"0,000000";"0,000146"
admired;"0,000184";"0,000000";"0,000412";"0,001914";"0,000095";"0,000000";"0,000000"
images;"0,000369";"0,000000";"0,000549";"0,000000";"0,000000";"0,000000";"0,000097"
fetters;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
downtown;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
‘when;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000682";"0,000000"
Clifford;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000146"
trunk;"0,000000";"0,000248";"0,000000";"0,000160";"0,000000";"0,000000";"0,000827"
guillotine;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000000"
Lord;"0,000184";"0,004966";"0,000000";"0,001595";"0,002086";"0,000000";"0,002042"
moon;"0,000553";"0,000248";"0,002881";"0,000000";"0,001043";"0,000341";"0,000438"
imaged;"0,000000";"0,000000";"0,000137";"0,000000";"0,000000";"0,000000";"0,000000"
moot;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
slide;"0,000184";"0,000124";"0,000000";"0,000000";"0,000000";"0,000000";"0,000486"
moor;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
diabolism;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
Atheling;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000341";"0,000000"
participation;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
Depend;"0,000000";"0,000124";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
gleamed;"0,000184";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000243"
CAROLINE;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
damage;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
Vancouver;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000097"
Lots;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000"
heighten;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000097"
pattern;"0,000000";"0,000000";"0,000000";"0,000000";"0,000474";"0,000341";"0,000049"
labour;"0,000000";"0,000497";"0,001783";"0,000160";"0,000474";"0,000000";"0,000000"
wigwams;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
admirer;"0,000184";"0,000000";"0,000000";"0,000479";"0,000000";"0,000000";"0,000049"
kiln;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
admires;"0,000000";"0,000000";"0,000000";"0,000319";"0,000000";"0,000000";"0,000000"
scold;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
Loud;"0,000000";"0,000000";"0,000000";"0,000000";"0,000095";"0,000000";"0,000000"
glorious;"0,000738";"0,000000";"0,000823";"0,000000";"0,000190";"0,000000";"0,000243"
unabashed;"0,000000";"0,000000";"0,000000";"0,000160";"0,000000";"0,000000";"0,000000"
beholds;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
discomforts;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
realisation;"0,000000";"0,000000";"0,000000";"0,000000";"0,000284";"0,000000";"0,000000"
protect;"0,000000";"0,000248";"0,000412";"0,000000";"0,000095";"0,000000";"0,000097"
vile;"0,000369";"0,000497";"0,000137";"0,000000";"0,000379";"0,000000";"0,000243"
piloted;"0,000184";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
roundness;"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000000";"0,000049"
