|  | Frankenstein.txt |
| “One | 4.441385E-5 |
| clasped | 1.1103462E-5 |
| stopping | 1.1103462E-5 |
| lords | 1.1103462E-5 |
| access | 1.3324154E-4 |
| wiped | 1.1103462E-5 |
| apprehension | 4.441385E-5 |
| pyramids | 1.1103462E-5 |
| detracts | 1.1103462E-5 |
| fancies | 2.2206925E-5 |
| situations | 3.3310385E-5 |
| surprised | 1.44345E-4 |
| silent | 1.6655194E-4 |
| stopped | 3.3310385E-5 |
| laying | 2.2206925E-5 |
| whirlwinds | 2.2206925E-5 |
| fancied | 1.1103462E-5 |
| oftener | 1.1103462E-5 |
| lighter | 2.2206925E-5 |
| unequalled | 1.1103462E-5 |
| confirm | 2.2206925E-5 |
| hill | 2.2206925E-5 |
| unacquainted | 4.441385E-5 |
| discerning | 1.1103462E-5 |
| cloak | 3.3310385E-5 |
| stones | 4.441385E-5 |
| vast | 1.2213808E-4 |
| laughing | 2.2206925E-5 |
| inflamed | 3.3310385E-5 |
| declare | 3.3310385E-5 |
| dislike | 2.2206925E-5 |
| guiding | 2.2206925E-5 |
| available | 2.2206925E-5 |
| confine | 2.2206925E-5 |
| conjured | 2.2206925E-5 |
| Modern | 2.2206925E-5 |
| enticement | 1.1103462E-5 |
| fervently | 1.1103462E-5 |
| unusual | 3.3310385E-5 |
| extreme | 1.776554E-4 |
| farmhouse | 1.1103462E-5 |
| Meltzer | 2.2206925E-5 |
| sink | 7.772423E-5 |
| degree | 2.6648308E-4 |
| dismal | 1.1103462E-5 |
| 17— | 9.993116E-5 |
| sins | 2.2206925E-5 |
| inquiries | 5.551731E-5 |
| especially | 4.441385E-5 |
| once | 2.9979346E-4 |
| dismay | 2.2206925E-5 |
| expend | 1.1103462E-5 |
| demonstrate | 1.1103462E-5 |
| sublime | 7.772423E-5 |
| implements | 1.1103462E-5 |
| hire | 1.1103462E-5 |
| figures | 1.1103462E-5 |
| kid | 1.1103462E-5 |
| Copêt | 1.1103462E-5 |
| monument | 1.1103462E-5 |
| What | 3.553108E-4 |
| vivid | 3.3310385E-5 |
| clapping | 1.1103462E-5 |
| throughout | 1.1103462E-5 |
| virtue | 1.3324154E-4 |
| types | 1.1103462E-5 |
| corrupt | 1.1103462E-5 |
| mingled | 3.3310385E-5 |
| hangman | 1.1103462E-5 |
| transmit | 1.1103462E-5 |
| apathy | 1.1103462E-5 |
| Answer | 1.1103462E-5 |
| skirted | 1.1103462E-5 |
| nights | 5.551731E-5 |
| speedily | 7.772423E-5 |
| ones | 1.1103462E-5 |
| Archangel | 4.441385E-5 |
| famed | 1.1103462E-5 |
| gentleman | 2.2206925E-5 |
| Tears | 3.3310385E-5 |
| Leghorn | 6.662077E-5 |
| expedite | 1.1103462E-5 |
| ballots | 1.1103462E-5 |
| reach | 5.551731E-5 |
| comparative | 1.1103462E-5 |
| childish | 4.441385E-5 |
| unjustly | 2.2206925E-5 |
| positively | 1.1103462E-5 |
| travelled | 6.662077E-5 |
| rowing | 2.2206925E-5 |
| justify | 1.1103462E-5 |
| sight | 2.7758654E-4 |
| dreadful | 1.3324154E-4 |
| entrench | 1.1103462E-5 |
| teeth | 8.88277E-5 |
| traveller | 4.441385E-5 |
| drivest | 1.1103462E-5 |
| between | 2.1096578E-4 |
| exhibited | 8.88277E-5 |
| spoke—“but | 1.1103462E-5 |
| monsters | 2.2206925E-5 |
| banker | 1.1103462E-5 |
| deprived | 1.1103462E-4 |
| joys | 5.551731E-5 |
| seventeen | 1.1103462E-5 |
| following | 1.2213808E-4 |
| deprives | 1.1103462E-5 |
| complacency | 1.1103462E-5 |
| unsuccessful | 1.1103462E-5 |
| wear | 1.1103462E-5 |
| dusky | 1.1103462E-5 |
| ‘Hateful | 1.1103462E-5 |
| underwood | 1.1103462E-5 |
| wean | 1.1103462E-5 |
| weak | 5.551731E-5 |
| leak | 1.1103462E-5 |
| impress | 2.2206925E-5 |
| seeing | 8.88277E-5 |
| lean | 2.2206925E-5 |
| place | 7.2172505E-4 |
| Clerval—could | 1.1103462E-5 |
| lawless | 1.1103462E-5 |
| regular | 1.1103462E-5 |
| picturesque | 3.3310385E-5 |
| informed | 4.441385E-5 |
| dispute | 1.1103462E-5 |
| prominently | 2.2206925E-5 |
| tremble | 6.662077E-5 |
| rugged | 4.441385E-5 |
| leaf | 1.1103462E-5 |
| wanderings | 3.3310385E-5 |
| inhabitant | 1.1103462E-5 |
| lead | 7.772423E-5 |
| expect | 7.772423E-5 |
| 1887 | 1.1103462E-5 |
| sunlight | 1.1103462E-5 |
| site | 4.441385E-5 |
| When | 5.218627E-4 |
| tenfold | 1.1103462E-5 |
| “Autumn | 1.1103462E-5 |
| miracles | 1.1103462E-5 |
| kindling | 1.1103462E-5 |
| passage | 9.993116E-5 |
| adequate | 2.2206925E-5 |
| undivided | 1.1103462E-5 |
| bustle | 1.1103462E-5 |
| canst | 1.1103462E-5 |
| “Some | 1.1103462E-5 |
| divert | 1.1103462E-5 |
| plain | 5.551731E-5 |
| only | 0.0013768293 |
| should | 0.0017099332 |
| justice | 1.3324154E-4 |
| refrained | 1.1103462E-5 |
| appertaining | 2.2206925E-5 |
| furious | 2.2206925E-5 |
| ‘The | 1.1103462E-5 |
| individual | 4.441385E-5 |
| inquiring | 1.1103462E-5 |
| Plainpalais | 3.3310385E-5 |
| accepted | 2.2206925E-5 |
| regards | 1.1103462E-5 |
| cadence | 1.1103462E-5 |
| person | 2.331727E-4 |
| testimony | 1.1103462E-5 |
| Below | 1.1103462E-5 |
| week | 8.88277E-5 |
| acknowledged | 1.1103462E-5 |
| gigantic | 5.551731E-5 |
| suffocated | 2.2206925E-5 |
| weep | 1.2213808E-4 |
| “Soon | 2.2206925E-5 |
| ready | 3.3310385E-5 |
| securely | 1.1103462E-5 |
| despond | 1.1103462E-5 |
| studies | 1.3324154E-4 |
| sparrow | 1.1103462E-5 |
| greatest | 2.9979346E-4 |
| unconscious | 2.2206925E-5 |
| luxurious | 1.1103462E-5 |
| limited | 2.2206925E-5 |
| studied | 5.551731E-5 |
| match | 1.1103462E-5 |
| While | 8.88277E-5 |
| fearful | 9.993116E-5 |
| accent | 4.441385E-5 |
| played | 6.662077E-5 |
| toils—one | 1.1103462E-5 |
| balancing | 1.1103462E-5 |
| resembled | 2.2206925E-5 |
| endeavouring | 9.993116E-5 |
| misdeed | 1.1103462E-5 |
| prepare | 6.662077E-5 |
| spoke | 2.6648308E-4 |
| hamlet | 1.1103462E-5 |
| fifty | 1.1103462E-5 |
| Memory | 1.1103462E-5 |
| surgeon | 1.1103462E-5 |
| withdrawn | 1.1103462E-5 |
| Lynn | 2.2206925E-5 |
| twinkling | 1.1103462E-5 |
| approved | 1.1103462E-5 |
| would | 0.0020319335 |
| — | 2.2206925E-5 |
| Michael | 2.2206925E-5 |
| customs | 2.2206925E-5 |
| reproach | 2.2206925E-5 |
| electronically | 2.2206925E-5 |
| ’ | 4.7744886E-4 |
| warrant | 1.1103462E-5 |
| scanty | 1.1103462E-5 |
| “ | 2.2206925E-5 |
| unfeeling | 2.2206925E-5 |
| surmounting | 1.1103462E-5 |
| ” | 0.0031755902 |
| tenderest | 2.2206925E-5 |
| quitted | 2.4427616E-4 |
| Hanninen | 2.2206925E-5 |
| successfully | 1.1103462E-5 |
| solid | 1.1103462E-5 |
| pitchy | 1.1103462E-5 |
| meanwhile | 2.2206925E-5 |
| narrative | 4.441385E-5 |
| yourselves | 1.1103462E-5 |
| “how | 7.772423E-5 |
| hearer | 1.1103462E-5 |
| galvanism | 1.1103462E-5 |
| temper | 6.662077E-5 |
| left | 3.8862118E-4 |
| door—led | 1.1103462E-5 |
| reserved | 5.551731E-5 |
| tormentor | 1.1103462E-5 |
| legible | 1.1103462E-5 |
| rejoice | 1.1103462E-5 |
| eleven | 1.1103462E-5 |
| frantic | 1.1103462E-5 |
| object | 2.331727E-4 |
| accessible | 1.1103462E-5 |
| infinite | 3.3310385E-5 |
| suffice | 1.1103462E-5 |
| unparalleled | 5.551731E-5 |
| destroyer | 6.662077E-5 |
| Pélissier | 1.1103462E-5 |
| balanced | 2.2206925E-5 |
| elect | 1.1103462E-5 |
| example | 2.2206925E-5 |
| minds | 5.551731E-5 |
| characters | 3.3310385E-5 |
| pitiable | 1.1103462E-5 |
| unremitted | 1.1103462E-5 |
| bowing | 1.1103462E-5 |
| quiet | 3.3310385E-5 |
| hushed | 2.2206925E-5 |
| resigned | 2.2206925E-5 |
| address | 4.441385E-5 |
| unquiet | 1.1103462E-5 |
| obeying | 1.1103462E-5 |
| ramble | 2.2206925E-5 |
| destroyed | 2.5537962E-4 |
| throw | 4.441385E-5 |
| stature | 7.772423E-5 |
| thank | 7.772423E-5 |
| fifth | 1.1103462E-5 |
| infinity | 1.1103462E-5 |
| accumulated | 4.441385E-5 |
| violent | 8.88277E-5 |
| inaccessible | 4.441385E-5 |
| prognosticated | 1.1103462E-5 |
| murmured | 1.1103462E-5 |
| Its | 5.551731E-5 |
| torturing | 1.1103462E-5 |
| anatomise | 1.1103462E-5 |
| provocation | 1.1103462E-5 |
| illiterate | 1.1103462E-5 |
| “Why | 3.3310385E-5 |
| bondage | 1.1103462E-5 |
| ascended | 4.441385E-5 |
| “Who | 1.1103462E-5 |
| hardened | 1.1103462E-5 |
| others | 2.8869E-4 |
| uneducated | 1.1103462E-5 |
| salutations | 1.1103462E-5 |
| making | 5.551731E-5 |
| check | 3.3310385E-5 |
| relatives | 2.2206925E-5 |
| allured | 2.2206925E-5 |
| mines | 1.1103462E-5 |
| sleeper | 1.1103462E-5 |
| survivors | 2.2206925E-5 |
| Redistributing | 1.1103462E-5 |
| supposed | 1.1103462E-4 |
| cowardice | 4.441385E-5 |
| coarsest | 1.1103462E-5 |
| arbiters | 1.1103462E-5 |
| bursting | 1.1103462E-5 |
| applied | 5.551731E-5 |
| elasticity | 1.1103462E-5 |
| indispensable | 1.1103462E-5 |
| unfulfilled | 2.2206925E-5 |
| nobleman | 1.1103462E-5 |
| disclaimers | 1.1103462E-5 |
| society | 1.6655194E-4 |
| expanded | 2.2206925E-5 |
| arranged | 4.441385E-5 |
| unsupported | 1.1103462E-5 |
| Redistribution | 1.1103462E-5 |
| romantic | 4.441385E-5 |
| shivering | 1.1103462E-5 |
| flows | 1.1103462E-5 |
| kindest | 1.1103462E-5 |
| anticipation | 1.1103462E-5 |
| patiently | 1.1103462E-5 |
| ensuring | 1.1103462E-5 |
| lend | 1.1103462E-5 |
| November | 1.1103462E-5 |
| Young | 1.1103462E-5 |
| chamois | 2.2206925E-5 |
| cheek | 6.662077E-5 |
| besought | 1.1103462E-5 |
| endeavoured | 3.1089692E-4 |
| adjuration | 1.1103462E-5 |
| magnet | 1.1103462E-5 |
| avow | 1.1103462E-5 |
| well | 4.996558E-4 |
| perpendicularity | 1.1103462E-5 |
| prognosticate | 1.1103462E-5 |
| extinguished | 8.88277E-5 |
| unstained | 1.1103462E-5 |
| Shutting | 1.1103462E-5 |
| pioneer | 1.1103462E-5 |
| fearing | 3.3310385E-5 |
| loved | 3.3310388E-4 |
| experiment | 1.1103462E-5 |
| fierce | 2.2206925E-5 |
| cordial | 1.1103462E-5 |
| peeped | 1.1103462E-5 |
| went | 2.2206924E-4 |
| “Alphonse | 1.1103462E-5 |
| considering | 1.1103462E-5 |
| distant | 1.1103462E-4 |
| turbulence | 1.1103462E-5 |
| philosophers | 5.551731E-5 |
| steered | 1.1103462E-5 |
| despaired | 1.1103462E-5 |
| gaiety | 3.3310385E-5 |
| bringing | 1.1103462E-5 |
| schools | 2.2206925E-5 |
| daylight | 1.1103462E-5 |
| binary | 1.1103462E-5 |
| spots | 1.1103462E-5 |
| bleakness | 1.1103462E-5 |
| orders | 1.1103462E-5 |
| scion | 1.1103462E-5 |
| averse | 2.2206925E-5 |
| deferred | 1.1103462E-5 |
| inexperience | 2.2206925E-5 |
| matter | 4.441385E-5 |
| walls | 4.441385E-5 |
| acquiring | 1.1103462E-5 |
| noise | 1.1103462E-5 |
| spout | 1.1103462E-5 |
| unadept | 1.1103462E-5 |
| succession | 1.1103462E-5 |
| contented | 5.551731E-5 |
| wept | 1.776554E-4 |
| lover | 8.88277E-5 |
| noisy | 1.1103462E-5 |
| produce | 6.662077E-5 |
| walks | 4.441385E-5 |
| cheat | 2.2206925E-5 |
| reminded | 1.1103462E-5 |
| confided | 1.1103462E-5 |
| undoubtedly | 1.1103462E-5 |
| wreaked | 1.1103462E-5 |
| tormented | 5.551731E-5 |
| Rhine | 7.772423E-5 |
| fuel | 2.2206925E-5 |
| celestial | 5.551731E-5 |
| upon | 0.0013990363 |
| expeditions | 1.1103462E-5 |
| employee | 1.1103462E-5 |
| employed | 1.44345E-4 |
| plead | 1.1103462E-5 |
| abject | 2.2206925E-5 |
| arrowy | 1.1103462E-5 |
| “For | 3.3310385E-5 |
| defective | 3.3310385E-5 |
| raise | 6.662077E-5 |
| west | 2.2206925E-5 |
| quite | 4.441385E-5 |
| lap | 1.1103462E-5 |
| Menno | 2.2206925E-5 |
| hated | 6.662077E-5 |
| frontiers | 1.1103462E-5 |
| law | 6.662077E-5 |
| lay | 3.1089692E-4 |
| wert | 2.2206925E-5 |
| lest | 6.662077E-5 |
| less | 1.44345E-4 |
| adventure | 1.1103462E-5 |
| institutions | 1.1103462E-5 |
| conflicting | 1.1103462E-5 |
| successive | 1.1103462E-5 |
| condition | 8.88277E-5 |
| were | 0.0034087629 |
| ceremony | 3.3310385E-5 |
| gratification | 3.3310385E-5 |
| desirous | 3.3310385E-5 |
| rougher | 1.1103462E-5 |
| shining | 2.2206925E-5 |
| Death | 1.1103462E-5 |
| environs | 5.551731E-5 |
| hastily | 5.551731E-5 |
| piercing | 2.2206925E-5 |
| university | 7.772423E-5 |
| overhung | 3.3310385E-5 |
| wound | 6.662077E-5 |
| teacher | 1.1103462E-5 |
| generous | 5.551731E-5 |
| repressed | 1.1103462E-5 |
| detrimental | 1.1103462E-5 |
| floor | 3.3310385E-5 |
| possibility | 2.2206925E-5 |
| Twice | 1.1103462E-5 |
| wounded | 1.1103462E-5 |
| satiate | 1.1103462E-5 |
| ban—as | 1.1103462E-5 |
| distinguished | 9.993116E-5 |
| opening | 2.2206925E-5 |
| unwholesome | 2.2206925E-5 |
| tapped | 2.2206925E-5 |
| pillow | 1.1103462E-5 |
| spoken | 3.3310385E-5 |
| sport | 3.3310385E-5 |
| maintenance | 2.2206925E-5 |
| lingered | 2.2206925E-5 |
| barbarous | 3.3310385E-5 |
| prey | 6.662077E-5 |
| lieutenant | 2.2206925E-5 |
| expedition | 4.441385E-5 |
| led | 1.8875886E-4 |
| supply | 3.3310385E-5 |
| unfailing | 1.1103462E-5 |
| integrity | 3.3310385E-5 |
| mountain | 1.9986232E-4 |
| liable | 1.1103462E-5 |
| let | 2.2206924E-4 |
| press | 1.1103462E-5 |
| “‘Hideous | 1.1103462E-5 |
| pardoning | 1.1103462E-5 |
| cares | 5.551731E-5 |
| regretted | 1.1103462E-5 |
| Môle | 1.1103462E-5 |
| night | 9.771046E-4 |
| pace | 2.2206925E-5 |
| exclaim | 1.1103462E-5 |
| shrank | 1.1103462E-5 |
| pack | 1.1103462E-5 |
| each | 3.1089692E-4 |
| complied | 1.1103462E-5 |
| Immense | 2.2206925E-5 |
| rendered | 1.9986232E-4 |
| untamed | 1.1103462E-5 |
| jewels | 3.3310385E-5 |
| supple | 2.2206925E-5 |
| thirty | 1.1103462E-5 |
| workman | 1.1103462E-5 |
| ungazed | 1.1103462E-5 |
| wandered | 1.5544846E-4 |
| ardent | 1.1103462E-4 |
| perfectly | 8.88277E-5 |
| prayed | 2.2206925E-5 |
| clay | 1.1103462E-5 |
| wanderer | 2.2206925E-5 |
| does | 1.776554E-4 |
| summers—she | 1.1103462E-5 |
| situation | 1.1103462E-4 |
| Nature | 5.551731E-5 |
| solemnisation | 2.2206925E-5 |
| clad | 1.1103462E-5 |
| fraught | 1.1103462E-5 |
| thirst | 1.5544846E-4 |
| refused | 3.3310385E-5 |
| shells | 1.1103462E-5 |
| “Good | 1.1103462E-5 |
| perplexed | 2.2206925E-5 |
| Hampden | 1.1103462E-5 |
| haughty | 1.1103462E-5 |
| mournfully | 2.2206925E-5 |
| PUNITIVE | 1.1103462E-5 |
| charnel | 2.2206925E-5 |
| prayer | 1.1103462E-5 |
| quit | 1.8875886E-4 |
| fashion | 2.2206925E-5 |
| demanded | 4.441385E-5 |
| insurance | 1.1103462E-5 |
| surely | 1.1103462E-4 |
| medical | 1.1103462E-5 |
| circulates | 1.1103462E-5 |
| principle | 2.2206925E-5 |
| Creating | 1.1103462E-5 |
| Morning | 2.2206925E-5 |
| surmounted | 1.1103462E-5 |
| lie | 5.551731E-5 |
| source | 5.551731E-5 |
| me—my | 1.1103462E-5 |
| ligaments | 1.1103462E-5 |
| unable | 2.331727E-4 |
| smelt | 1.1103462E-5 |
| separation | 1.1103462E-5 |
| unguarded | 2.2206925E-5 |
| traversed | 6.662077E-5 |
| dogs | 7.772423E-5 |
| weakened | 2.2206925E-5 |
| ravenous | 1.1103462E-5 |
| shrieks | 1.1103462E-5 |
| acquired | 3.3310385E-5 |
| pathless | 1.1103462E-5 |
| doubt | 1.3324154E-4 |
| merit | 1.1103462E-5 |
| mockery | 6.662077E-5 |
| aching | 1.1103462E-5 |
| district | 1.1103462E-5 |
| fixed | 2.6648308E-4 |
| page | 4.441385E-5 |
| nursed | 4.441385E-5 |
| full | 3.1089692E-4 |
| destiny | 1.2213808E-4 |
| away | 5.8848347E-4 |
| unmolested | 1.1103462E-5 |
| dogmatism | 1.1103462E-5 |
| painful | 6.662077E-5 |
| tamer | 1.1103462E-5 |
| pail | 3.3310385E-5 |
| harvest | 1.1103462E-5 |
| pain | 2.1096578E-4 |
| churchyard | 1.1103462E-5 |
| Happy | 1.1103462E-5 |
| suspicion | 4.441385E-5 |
| purchase | 1.1103462E-5 |
| offals | 1.1103462E-5 |
| wiser | 1.1103462E-5 |
| Partly | 1.1103462E-5 |
| equal | 5.551731E-5 |
| detested | 5.551731E-5 |
| leaves—sights | 1.1103462E-5 |
| fund | 1.1103462E-5 |
| moderation | 2.2206925E-5 |
| paid | 1.3324154E-4 |
| spared | 5.551731E-5 |
| Blanc | 8.88277E-5 |
| passion—remembering | 1.1103462E-5 |
| Come | 1.1103462E-5 |
| Christy | 2.2206925E-5 |
| three | 1.1103462E-4 |
| Como | 2.2206925E-5 |
| remembered | 1.44345E-4 |
| Presently | 5.551731E-5 |
| mutable | 2.2206925E-5 |
| season | 9.993116E-5 |
| bier | 1.1103462E-5 |
| lonely | 2.2206925E-5 |
| unprejudiced | 2.2206925E-5 |
| allotted | 1.1103462E-5 |
| pale | 6.662077E-5 |
| dispelling | 1.1103462E-5 |
| threw | 1.44345E-4 |
| Cold | 1.1103462E-5 |
| suppressing | 1.1103462E-5 |
| entreated | 6.662077E-5 |
| roads | 2.2206925E-5 |
| relics | 1.1103462E-5 |
| GIVE | 1.1103462E-5 |
| ‘I | 3.3310385E-5 |
| provide | 9.993116E-5 |
| ‘O | 1.1103462E-5 |
| “Have | 3.3310385E-5 |
| Life | 3.3310385E-5 |
| bids | 1.1103462E-5 |
| Write | 1.1103462E-5 |
| exertions | 5.551731E-5 |
| Taking | 1.1103462E-5 |
| Could | 6.662077E-5 |
| enterprise | 1.1103462E-4 |
| saluted | 2.2206925E-5 |
| paperwork | 1.1103462E-5 |
| formation | 1.1103462E-5 |
| dome | 1.1103462E-5 |
| lot | 6.662077E-5 |
| computer | 2.2206925E-5 |
| aided | 2.2206925E-5 |
| fundraising | 1.1103462E-5 |
| low | 6.662077E-5 |
| indulging | 2.2206925E-5 |
| bloomed | 2.2206925E-5 |
| merely | 6.662077E-5 |
| pang | 2.2206925E-5 |
| wealth | 6.662077E-5 |
| meant | 1.1103462E-5 |
| furs | 1.1103462E-5 |
| means | 2.8869E-4 |
| fury | 6.662077E-5 |
| impracticable | 1.1103462E-5 |
| centre | 1.1103462E-5 |
| orphan | 3.3310385E-5 |
| disturbs | 1.1103462E-5 |
| contemplation | 1.1103462E-5 |
| eternal | 1.2213808E-4 |
| “enjoy | 1.1103462E-5 |
| aught | 2.2206925E-5 |
| redress | 1.1103462E-5 |
| mien | 2.2206925E-5 |
| faultiness | 1.1103462E-5 |
| fellow | 3.3310388E-4 |
| Idleness | 1.1103462E-5 |
| blameless | 1.1103462E-5 |
| advancing | 4.441385E-5 |
| interests | 2.2206925E-5 |
| None | 1.1103462E-5 |
| “find | 1.1103462E-5 |
| door | 2.5537962E-4 |
| commanded | 2.2206925E-5 |
| quick | 8.88277E-5 |
| him—that | 1.1103462E-5 |
| distinguishing | 1.1103462E-5 |
| silken | 1.1103462E-5 |
| husband | 2.2206925E-5 |
| experience | 7.772423E-5 |
| Like | 2.2206925E-5 |
| denote | 1.1103462E-5 |
| minutiae | 1.1103462E-5 |
| papa | 3.3310385E-5 |
| execration | 1.1103462E-5 |
| disappeared | 9.993116E-5 |
| checked | 3.3310385E-5 |
| inscription | 1.1103462E-5 |
| affair | 1.1103462E-5 |
| obtain | 1.1103462E-4 |
| “some | 1.1103462E-5 |
| “While | 2.2206925E-5 |
| fixing | 3.3310385E-5 |
| curiosity | 1.44345E-4 |
| amiable | 1.5544846E-4 |
| minutes | 8.88277E-5 |
| “A | 2.2206925E-5 |
| sacrifice | 5.551731E-5 |
| particular | 2.2206925E-5 |
| done | 9.993116E-5 |
| pistols | 2.2206925E-5 |
| “I | 7.883458E-4 |
| pause | 5.551731E-5 |
| August | 6.662077E-5 |
| syndic—he | 1.1103462E-5 |
| “M | 1.1103462E-5 |
| Clerval—all | 1.1103462E-5 |
| perceived | 2.8869E-4 |
| ample | 2.2206925E-5 |
| fetter | 1.1103462E-5 |
| repairing | 1.1103462E-5 |
| residents | 1.1103462E-5 |
| diffidence | 1.1103462E-5 |
| INDEMNITY | 1.1103462E-5 |
| ease | 3.3310385E-5 |
| mathematics | 3.3310385E-5 |
| relied | 3.3310385E-5 |
| part | 4.7744886E-4 |
| insulted | 1.1103462E-5 |
| banished | 5.551731E-5 |
| radiant | 3.3310385E-5 |
| conversations | 2.2206925E-5 |
| penetrate | 6.662077E-5 |
| principal | 4.441385E-5 |
| perpetrate | 1.1103462E-5 |
| east | 1.1103462E-5 |
| breezes | 2.2206925E-5 |
| unrestrained | 2.2206925E-5 |
| hearers | 1.1103462E-5 |
| eradicating | 1.1103462E-5 |
| Wherefore | 1.1103462E-5 |
| Will | 2.2206925E-5 |
| relief | 4.441385E-5 |
| thither | 1.1103462E-5 |
| Derby | 1.1103462E-5 |
| persuaded | 7.772423E-5 |
| seeking | 2.2206925E-5 |
| Date | 1.1103462E-5 |
| ears | 8.88277E-5 |
| commiserate | 1.1103462E-5 |
| someone | 5.551731E-5 |
| gratitude | 8.88277E-5 |
| earn | 1.1103462E-5 |
| terrors | 1.1103462E-5 |
| splendour | 1.1103462E-5 |
| persuades | 1.1103462E-5 |
| interfere | 3.3310385E-5 |
| apartment | 9.993116E-5 |
| fitting | 1.1103462E-5 |
| regulated | 2.2206925E-5 |
| smiles | 1.6655194E-4 |
| compassion | 1.2213808E-4 |
| beasts | 1.1103462E-5 |
| conducting | 2.2206925E-5 |
| asylum | 4.441385E-5 |
| avidity | 1.1103462E-5 |
| path | 2.2206924E-4 |
| bind | 1.1103462E-5 |
| depending | 1.1103462E-5 |
| startled | 2.2206925E-5 |
| record | 6.662077E-5 |
| principally | 3.3310385E-5 |
| DISTRIBUTOR | 1.1103462E-5 |
| accepting | 1.1103462E-5 |
| Providence | 1.1103462E-5 |
| pass | 1.776554E-4 |
| mile | 2.2206925E-5 |
| past | 1.5544846E-4 |
| mourning | 4.441385E-5 |
| mild | 7.772423E-5 |
| milk | 6.662077E-5 |
| bill | 1.1103462E-5 |
| lovedst | 1.1103462E-5 |
| whose | 5.551731E-4 |
| easy | 1.1103462E-5 |
| Chase | 1.1103462E-5 |
| smiled | 4.441385E-5 |
| domain | 7.772423E-5 |
| omitted | 3.3310385E-5 |
| assigned | 1.1103462E-5 |
| relative | 2.2206925E-5 |
| touched | 5.551731E-5 |
| spectre | 3.3310385E-5 |
| profoundly | 1.1103462E-5 |
| infirmities | 1.1103462E-5 |
| oatmeal | 1.1103462E-5 |
| existed | 1.1103462E-5 |
| October | 1.1103462E-5 |
| Strange | 1.1103462E-5 |
| annoyed | 1.1103462E-5 |
| mine | 2.8869E-4 |
| mind | 9.4379426E-4 |
| grateful | 3.3310385E-5 |
| thankfulness | 1.1103462E-5 |
| reverence | 4.441385E-5 |
| acuteness | 1.1103462E-5 |
| unwillingness | 1.1103462E-5 |
| requisite | 1.1103462E-5 |
| recollections | 2.2206925E-5 |
| elude | 1.1103462E-5 |
| 9th | 1.1103462E-5 |
| breathless | 3.3310385E-5 |
| Your | 9.993116E-5 |
| Pentland | 1.1103462E-5 |
| maladie | 1.1103462E-5 |
| conceiving | 1.1103462E-5 |
| added | 7.772423E-5 |
| perdition | 1.1103462E-5 |
| visitings | 1.1103462E-5 |
| emergency | 1.1103462E-5 |
| lichen | 1.1103462E-5 |
| down | 3.7751772E-4 |
| faculty | 1.1103462E-5 |
| shifting | 1.1103462E-5 |
| wretched | 2.5537962E-4 |
| habit | 2.2206925E-5 |
| kingdoms | 1.1103462E-5 |
| clue | 3.3310385E-5 |
| bird | 1.1103462E-5 |
| legal | 2.2206925E-5 |
| boundaries | 2.2206925E-5 |
| fortitude | 5.551731E-5 |
| signal | 2.2206925E-5 |
| LICENSE | 2.2206925E-5 |
| seated | 4.441385E-5 |
| traversing | 1.1103462E-5 |
| alterations | 1.1103462E-5 |
| varied | 3.3310385E-5 |
| interfered | 1.1103462E-5 |
| regarding | 3.3310385E-5 |
| Because | 1.1103462E-5 |
| month | 9.993116E-5 |
| chilled | 2.2206925E-5 |
| occasions | 2.2206925E-5 |
| Early | 1.1103462E-5 |
| glided | 1.1103462E-5 |
| tackle | 1.1103462E-5 |
| gratefully | 1.1103462E-5 |
| Mannheim | 1.1103462E-5 |
| impossibility | 1.1103462E-5 |
| “promised | 1.1103462E-5 |
| rather | 2.8869E-4 |
| exculpated | 1.1103462E-5 |
| recommence | 3.3310385E-5 |
| importance | 1.1103462E-5 |
| worthy | 5.551731E-5 |
| endless | 2.2206925E-5 |
| title | 1.1103462E-5 |
| Vicar | 1.1103462E-5 |
| papers | 8.88277E-5 |
| mist | 5.551731E-5 |
| With | 8.88277E-5 |
| delights | 4.441385E-5 |
| busily | 1.1103462E-5 |
| rudder | 2.2206925E-5 |
| disgusting | 1.1103462E-5 |
| hemisphere | 1.1103462E-5 |
| human | 6.328973E-4 |
| continuation | 1.1103462E-5 |
| sallies | 1.1103462E-5 |
| poetry | 2.2206925E-5 |
| ecstasy | 6.662077E-5 |
| custom | 4.441385E-5 |
| energetically | 1.1103462E-5 |
| blessed | 6.662077E-5 |
| abode | 6.662077E-5 |
| permission | 1.2213808E-4 |
| gnashed | 3.3310385E-5 |
| considerations | 1.1103462E-5 |
| inconveniences | 1.1103462E-5 |
| Filled | 1.1103462E-5 |
| travels | 4.441385E-5 |
| decidedly | 1.1103462E-5 |
| fiend | 3.3310388E-4 |
| arduous | 1.1103462E-5 |
| beach | 5.551731E-5 |
| atrocious | 1.1103462E-5 |
| articles | 1.1103462E-5 |
| gnashes | 1.1103462E-5 |
| pays | 1.1103462E-5 |
| brothers | 5.551731E-5 |
| triumphed | 2.2206925E-5 |
| exhausted | 6.662077E-5 |
| convert | 1.1103462E-5 |
| division | 1.1103462E-5 |
| TRADEMARK | 1.1103462E-5 |
| exasperate | 1.1103462E-5 |
| mimic | 1.1103462E-5 |
| Even | 1.44345E-4 |
| usually | 2.2206925E-5 |
| better—their | 1.1103462E-5 |
| calamities | 1.1103462E-5 |
