|  | Frankenstein.txt |
| letters | 1.8875886E-4 |
| fear | 4.2193156E-4 |
| Ever | 3.3310385E-5 |
| adversity | 2.2206925E-5 |
| inspecting | 1.1103462E-5 |
| torrent | 2.2206925E-5 |
| oriental | 1.1103462E-5 |
| Live | 1.1103462E-5 |
| Director | 1.1103462E-5 |
| sense | 1.3324154E-4 |
| pretension | 1.1103462E-5 |
| printed | 2.2206925E-5 |
| field | 6.662077E-5 |
| causation | 1.1103462E-5 |
| virtuous | 4.441385E-5 |
| other’s | 1.1103462E-5 |
| realities | 1.1103462E-5 |
| serves | 1.1103462E-5 |
| skin | 2.2206925E-5 |
| mention | 4.441385E-5 |
| schoolfellow | 1.1103462E-5 |
| Strasburgh | 4.441385E-5 |
| mad | 7.772423E-5 |
| legally | 1.1103462E-5 |
| recur | 1.1103462E-5 |
| grudge | 1.1103462E-5 |
| man | 0.0014323466 |
| “will | 2.2206925E-5 |
| leisure | 5.551731E-5 |
| map | 1.1103462E-5 |
| twenty | 5.551731E-5 |
| contemplated | 9.993116E-5 |
| maw | 1.1103462E-5 |
| may | 0.0011991739 |
| supplied | 2.2206925E-5 |
| Roman | 1.1103462E-5 |
| bless | 6.662077E-5 |
| obscured | 2.2206925E-5 |
| marvellous | 3.3310385E-5 |
| agonies | 4.441385E-5 |
| unseen | 1.1103462E-5 |
| feet | 1.44345E-4 |
| fees | 4.441385E-5 |
| sprung | 2.2206925E-5 |
| Snow | 1.1103462E-5 |
| feel | 5.551731E-4 |
| terribly | 2.2206925E-5 |
| convent | 1.1103462E-5 |
| Evil | 1.1103462E-5 |
| residence | 1.1103462E-4 |
| terrible | 1.1103462E-4 |
| ideal | 1.1103462E-5 |
| spurred | 1.1103462E-5 |
| imperatively | 1.1103462E-5 |
| busied | 3.3310385E-5 |
| equipment | 3.3310385E-5 |
| ideas | 1.5544846E-4 |
| unavoidable | 1.1103462E-5 |
| apprehensions | 2.2206925E-5 |
| interrupted | 6.662077E-5 |
| becomes | 2.2206925E-5 |
| perfectionate | 1.1103462E-5 |
| recesses | 3.3310385E-5 |
| directions | 1.1103462E-5 |
| busier | 1.1103462E-5 |
| rejoiced | 3.3310385E-5 |
| revenge—a | 1.1103462E-5 |
| handsome | 1.1103462E-5 |
| Behold | 1.1103462E-5 |
| Despair | 2.2206925E-5 |
| senseless | 4.441385E-5 |
| lulled | 2.2206925E-5 |
| ‘that | 1.1103462E-5 |
| conceive | 1.1103462E-4 |
| diabolical | 1.1103462E-5 |
| nonsense | 1.1103462E-5 |
| breath | 2.2206925E-5 |
| coincidences | 1.1103462E-5 |
| men | 4.7744886E-4 |
| vampire | 1.1103462E-5 |
| repeat | 1.1103462E-5 |
| physical | 5.551731E-5 |
| met | 9.993116E-5 |
| wicked | 2.2206925E-5 |
| lullaby | 1.1103462E-5 |
| industrious—painstaking | 1.1103462E-5 |
| exactly | 3.3310385E-5 |
| structure | 4.441385E-5 |
| protestations | 1.1103462E-5 |
| disquisitions | 1.1103462E-5 |
| inexpressible | 2.2206925E-5 |
| ripen | 1.1103462E-5 |
| protectress | 1.1103462E-5 |
| lightened | 1.1103462E-5 |
| breast | 3.3310385E-5 |
| mercy | 1.1103462E-5 |
| depend | 2.2206925E-5 |
| wretchedly | 1.1103462E-5 |
| enters | 1.1103462E-5 |
| about | 5.995869E-4 |
| danger | 1.3324154E-4 |
| crash | 1.1103462E-5 |
| granted | 1.1103462E-5 |
| precipitation | 1.1103462E-5 |
| character | 7.772423E-5 |
| consummate | 2.2206925E-5 |
| eluded | 4.441385E-5 |
| above | 1.44345E-4 |
| stick | 1.1103462E-5 |
| murmuring | 1.1103462E-5 |
| tales | 2.2206925E-5 |
| doted | 2.2206925E-5 |
| moderate | 4.441385E-5 |
| height | 4.441385E-5 |
| goals | 1.1103462E-5 |
| injunction | 1.1103462E-5 |
| sleeps | 1.1103462E-5 |
| myself | 0.0014989674 |
| engrossed | 1.1103462E-5 |
| beaten | 2.2206925E-5 |
| frozen | 3.3310385E-5 |
| wonderful | 1.8875886E-4 |
| received | 2.331727E-4 |
| flood | 1.1103462E-5 |
| quality | 2.2206925E-5 |
| deduced | 1.1103462E-5 |
| avoided | 3.3310385E-5 |
| conveys | 1.1103462E-5 |
| “Dear | 3.3310385E-5 |
| animal | 9.993116E-5 |
| sincere | 2.2206925E-5 |
| southwesterly | 1.1103462E-5 |
| “listen | 1.1103462E-5 |
| maternal | 1.1103462E-5 |
| shared | 3.3310385E-5 |
| Arveiron | 1.1103462E-5 |
| March | 3.3310385E-5 |
| association | 1.1103462E-5 |
| believe | 3.553108E-4 |
| fell | 1.9986232E-4 |
| into | 0.0013768293 |
| overtaxed | 1.1103462E-5 |
| voyages | 4.441385E-5 |
| glance | 5.551731E-5 |
| gazes | 1.1103462E-5 |
| Elizabeth’s | 4.441385E-5 |
| attentively | 3.3310385E-5 |
| mix | 1.1103462E-5 |
| destruction | 2.331727E-4 |
| acquit | 1.1103462E-5 |
| stiff | 1.1103462E-5 |
| unceasing | 1.1103462E-5 |
| middle | 3.3310385E-5 |
| associates | 1.1103462E-5 |
| appeal | 1.1103462E-5 |
| heavenly | 3.3310385E-5 |
| swamp | 1.1103462E-5 |
| clearness | 1.1103462E-5 |
| infallibly | 1.1103462E-5 |
| everyday | 1.1103462E-5 |
| appear | 2.5537962E-4 |
| monotonous | 2.2206925E-5 |
| be—do | 1.1103462E-5 |
| associated | 1.2213808E-4 |
| descended | 8.88277E-5 |
| holds | 1.1103462E-5 |
| glide | 1.1103462E-5 |
| vagrants | 1.1103462E-5 |
| open | 1.5544846E-4 |
| hysterics | 1.1103462E-5 |
| salvation | 1.1103462E-5 |
| suffering | 5.551731E-5 |
| Italy—one | 1.1103462E-5 |
| forced | 9.993116E-5 |
| exclamation | 3.3310385E-5 |
| locks | 1.1103462E-5 |
| roughly | 1.1103462E-5 |
| heroical | 1.1103462E-5 |
| infallible | 1.1103462E-5 |
| displaying | 5.551731E-5 |
| wrinkled | 3.3310385E-5 |
| formidable | 1.1103462E-5 |
| studying | 2.2206925E-5 |
| gazed | 1.2213808E-4 |
| uneasiness | 2.2206925E-5 |
| felt | 8.8827696E-4 |
| owing | 1.1103462E-5 |
| bears | 2.2206925E-5 |
| gardener | 1.1103462E-5 |
| William | 2.5537962E-4 |
| effected | 1.1103462E-5 |
| assurance | 1.1103462E-5 |
| fortnight | 5.551731E-5 |
| surpassing | 2.2206925E-5 |
| paths | 4.441385E-5 |
| flying | 2.2206925E-5 |
| forces | 2.2206925E-5 |
| gospel | 1.1103462E-5 |
| charmed | 1.1103462E-5 |
| secured | 2.2206925E-5 |
| allow | 1.5544846E-4 |
| alloy | 1.1103462E-5 |
| befall | 1.1103462E-5 |
| proper | 2.2206925E-5 |
| beast | 3.3310385E-5 |
| Phillips | 2.2206925E-5 |
| despicable | 1.1103462E-5 |
| 18th | 2.2206925E-5 |
| peculiarly | 5.551731E-5 |
| bitter | 1.776554E-4 |
| gesture | 2.2206925E-5 |
| ranged | 1.1103462E-5 |
| lakes | 5.551731E-5 |
| performances | 1.1103462E-5 |
| Valais | 1.1103462E-5 |
| overlook | 2.2206925E-5 |
| incredible | 2.2206925E-5 |
| bedroom | 1.1103462E-5 |
| Neither | 1.1103462E-5 |
| renewed | 6.662077E-5 |
| money | 1.44345E-4 |
| riches | 1.1103462E-5 |
| avalanche | 5.551731E-5 |
| unprotected | 2.2206925E-5 |
| “your | 2.2206925E-5 |
| gutenberg | 6.662077E-5 |
| compassed | 1.1103462E-5 |
| resided | 4.441385E-5 |
| labourers | 2.2206925E-5 |
| sunshine | 4.441385E-5 |
| glowed | 1.1103462E-5 |
| claimed | 1.1103462E-5 |
| whole | 3.553108E-4 |
| fingers | 5.551731E-5 |
| revolution | 2.2206925E-5 |
| nonproprietary | 1.1103462E-5 |
| relation | 5.551731E-5 |
| exordium | 1.1103462E-5 |
| overspread | 1.1103462E-5 |
| obstacle | 1.1103462E-5 |
| attempts | 3.3310385E-5 |
| wafted | 4.441385E-5 |
| dæmon | 1.8875886E-4 |
| profits | 2.2206925E-5 |
| still | 7.106216E-4 |
| relating | 1.1103462E-5 |
| resemblance | 2.2206925E-5 |
| THOSE | 1.1103462E-5 |
| toward | 3.3310385E-5 |
| books | 1.3324154E-4 |
| knowing | 4.441385E-5 |
| among | 5.440696E-4 |
| Peru | 1.1103462E-5 |
| indulged | 3.3310385E-5 |
| alluring | 1.1103462E-5 |
| internal | 2.2206925E-5 |
| deprecate | 1.1103462E-5 |
| tongue | 1.1103462E-5 |
| republican | 1.1103462E-5 |
| literary | 1.1103462E-5 |
| enjoy | 8.88277E-5 |
| ourselves | 3.3310385E-5 |
| invader | 1.1103462E-5 |
| specified | 2.2206925E-5 |
| throwing | 2.2206925E-5 |
| slave | 5.551731E-5 |
| appearances | 4.441385E-5 |
| believes | 4.441385E-5 |
| overhangs | 2.2206925E-5 |
| writing | 6.662077E-5 |
| federal | 2.2206925E-5 |
| believed | 1.44345E-4 |
| excursion | 1.1103462E-5 |
| assemblages | 1.1103462E-5 |
| include | 2.2206925E-5 |
| repent | 2.2206925E-5 |
| Whence | 2.2206925E-5 |
| swallow | 1.1103462E-5 |
| revisit | 2.2206925E-5 |
| aged | 4.441385E-5 |
| sting | 4.441385E-5 |
| haste | 1.1103462E-5 |
| destructive | 1.1103462E-5 |
| ——The | 1.1103462E-5 |
| altogether | 1.1103462E-5 |
| hasty | 2.2206925E-5 |
| ages | 4.441385E-5 |
| voice | 5.1075924E-4 |
| injuries | 2.2206925E-5 |
| prepared | 8.88277E-5 |
| float | 1.1103462E-5 |
| rekindled | 1.1103462E-5 |
| coarse | 4.441385E-5 |
| budding | 1.1103462E-5 |
| crags | 1.1103462E-5 |
| dirge | 1.1103462E-5 |
| overlooks | 1.1103462E-5 |
| discover | 1.8875886E-4 |
| inhabits | 1.1103462E-5 |
| imply | 1.1103462E-5 |
| mysteries | 2.2206925E-5 |
| excite | 3.3310385E-5 |
| tyros | 1.1103462E-5 |
| failed | 8.88277E-5 |
| coward | 1.1103462E-5 |
| sounding | 1.1103462E-5 |
| venting | 1.1103462E-5 |
| luxuries | 1.1103462E-5 |
| elder | 2.2206925E-5 |
| prescribed | 1.1103462E-5 |
| talks | 1.1103462E-5 |
| notifies | 1.1103462E-5 |
| Oxford | 5.551731E-5 |
| gbnewby | 1.1103462E-5 |
| humid | 1.1103462E-5 |
| selfishness | 4.441385E-5 |
| ultimately | 2.2206925E-5 |
| command | 5.551731E-5 |
| martyrs | 1.1103462E-5 |
| Contact | 1.1103462E-5 |
| “Tintern | 1.1103462E-5 |
| deductible | 1.1103462E-5 |
| variable | 1.1103462E-5 |
| temple | 1.1103462E-5 |
| detach | 1.1103462E-5 |
| WILL | 1.1103462E-5 |
| perfection | 1.1103462E-5 |
| landscape | 3.3310385E-5 |
| saved | 7.772423E-5 |
| desperate | 1.1103462E-5 |
| “‘That | 1.1103462E-5 |
| Everything | 3.3310385E-5 |
| music | 6.662077E-5 |
| famine | 2.2206925E-5 |
| because | 1.776554E-4 |
| July | 3.3310385E-5 |
| educate | 1.1103462E-5 |
| moving | 3.3310385E-5 |
| agreement | 1.8875886E-4 |
| dealing | 1.1103462E-5 |
| agreeable | 5.551731E-5 |
| Lausanne | 1.1103462E-5 |
| merchant | 6.662077E-5 |
| fancying | 1.1103462E-5 |
| impetuous | 1.1103462E-5 |
| sensations | 3.4420734E-4 |
| permits | 1.1103462E-5 |
| guess | 3.3310385E-5 |
| science | 3.1089692E-4 |
| conception | 6.662077E-5 |
| ensued | 1.1103462E-5 |
| Observe | 1.1103462E-5 |
| protracted | 1.1103462E-5 |
| detain | 1.1103462E-5 |
| guest | 8.88277E-5 |
| returns | 3.3310385E-5 |
| happening | 1.1103462E-5 |
| aboard | 1.1103462E-5 |
| detail | 8.88277E-5 |
| glimmers | 1.1103462E-5 |
| damps | 2.2206925E-5 |
| playmate | 2.2206925E-5 |
| wrenched | 1.1103462E-5 |
| June | 2.2206925E-5 |
| beware | 1.1103462E-5 |
| forest | 5.551731E-5 |
| elevates | 2.2206925E-5 |
| utility | 3.3310385E-5 |
| “William | 2.2206925E-5 |
| occupations | 1.3324154E-4 |
| eloquent | 1.1103462E-5 |
| sleep | 2.2206924E-4 |
| hungry | 2.2206925E-5 |
| gazing | 4.441385E-5 |
| stretched | 8.88277E-5 |
| refuse | 8.88277E-5 |
| antipathy | 1.1103462E-5 |
| disquisition | 1.1103462E-5 |
| elevated | 6.662077E-5 |
| prohibition | 1.1103462E-5 |
| intimidated | 1.1103462E-5 |
| descend | 5.551731E-5 |
| decreased | 2.2206925E-5 |
| unlimited | 1.1103462E-5 |
| mechanics | 1.1103462E-5 |
| Soft | 1.1103462E-5 |
| darted | 5.551731E-5 |
| descent | 4.441385E-5 |
| squalidness | 2.2206925E-5 |
| unchained | 1.1103462E-5 |
| warbling | 1.1103462E-5 |
| vainly | 4.441385E-5 |
| sweet | 2.4427616E-4 |
| Take | 2.2206925E-5 |
| “‘They | 1.1103462E-5 |
| eager | 4.441385E-5 |
| republic | 1.1103462E-5 |
| bitterest | 3.3310385E-5 |
| historical | 1.1103462E-5 |
| repast | 1.1103462E-5 |
| repetition | 1.1103462E-5 |
| boyhood | 2.2206925E-5 |
| impossibilities | 1.1103462E-5 |
| whirlwind | 1.1103462E-5 |
| steeple | 3.3310385E-5 |
| gibe | 1.1103462E-5 |
| fitness | 1.1103462E-5 |
| discrimination | 1.1103462E-5 |
| female | 5.551731E-5 |
| whaler | 1.1103462E-5 |
| cruel | 3.3310385E-5 |
| wrote | 4.441385E-5 |
| exquisite | 5.551731E-5 |
| intentions | 5.551731E-5 |
| gather | 2.2206925E-5 |
| inextinguishable | 1.1103462E-5 |
| volume | 4.441385E-5 |
| risen | 3.3310385E-5 |
| energies | 1.1103462E-5 |
| materials | 7.772423E-5 |
| “why | 2.2206925E-5 |
| buildings | 1.1103462E-5 |
| Little | 1.1103462E-5 |
| concussion | 1.1103462E-5 |
| indignant | 2.2206925E-5 |
| sailing | 1.1103462E-5 |
| that’s | 1.1103462E-5 |
| chimney | 2.2206925E-5 |
| respecting | 1.1103462E-5 |
| tutored | 1.1103462E-5 |
| perturbed | 1.1103462E-5 |
| stretch | 1.1103462E-5 |
| havoc | 1.1103462E-5 |
| illuminate | 2.2206925E-5 |
| delirium | 6.662077E-5 |
| mistake | 1.1103462E-5 |
| enfranchised | 1.1103462E-5 |
| drifting | 1.1103462E-5 |
| toil | 7.772423E-5 |
| rich | 3.3310385E-5 |
| chiefly | 5.551731E-5 |
| praise | 2.2206925E-5 |
| WITH | 1.1103462E-5 |
| frenzy | 3.3310385E-5 |
| bedim | 1.1103462E-5 |
| visited | 1.8875886E-4 |
| Jura | 5.551731E-5 |
| Indian | 1.1103462E-5 |
| arisen | 1.1103462E-5 |
| attacked | 2.2206925E-5 |
| family | 3.4420734E-4 |
| swear | 7.772423E-5 |
| referred | 1.1103462E-5 |
| atmosphere | 3.3310385E-5 |
| gift | 3.3310385E-5 |
| career | 3.3310385E-5 |
| copyright | 1.44345E-4 |
| told | 1.5544846E-4 |
| release | 2.2206925E-5 |
| rolled | 2.2206925E-5 |
| crevices | 1.1103462E-5 |
| grievously | 1.1103462E-5 |
| moral | 3.3310385E-5 |
| towered | 1.1103462E-5 |
| brethren | 1.1103462E-5 |
| luxuriant | 2.2206925E-5 |
| judge | 8.88277E-5 |
| darkness | 1.5544846E-4 |
| similar | 1.1103462E-5 |
| tenderly | 5.551731E-5 |
| nay | 2.2206925E-5 |
| Plutarch | 1.1103462E-5 |
| foundations | 3.3310385E-5 |
| cottages | 5.551731E-5 |
| wives | 1.1103462E-5 |
| thousands | 3.3310385E-5 |
| crossing | 1.1103462E-5 |
| traveller’s | 1.1103462E-5 |
| Some | 1.1103462E-4 |
| driven | 5.551731E-5 |
| EVEN | 1.1103462E-5 |
| crossed | 3.3310385E-5 |
| inequalities | 2.2206925E-5 |
| misfortunes | 1.8875886E-4 |
| indicated | 1.1103462E-5 |
| Montanvert | 2.2206925E-5 |
| tone | 3.3310385E-5 |
| creators | 1.1103462E-5 |
| against | 2.331727E-4 |
| intersected | 1.1103462E-5 |
| pouring | 1.1103462E-5 |
| representations | 3.3310385E-5 |
| holiday | 1.1103462E-5 |
| swell | 1.1103462E-5 |
| remind | 3.3310385E-5 |
| withstand | 2.2206925E-5 |
| encourage | 2.2206925E-5 |
| cottager | 1.1103462E-5 |
| obstinate | 1.1103462E-5 |
| stores | 1.1103462E-5 |
| tomb | 3.3310385E-5 |
| minuteness | 1.1103462E-5 |
| enigmatic | 1.1103462E-5 |
| bushes | 1.1103462E-5 |
| anchor | 1.1103462E-5 |
| stored | 1.1103462E-5 |
| firing | 2.2206925E-5 |
| preceding | 6.662077E-5 |
| Soon | 9.993116E-5 |
| hovers | 1.1103462E-5 |
| salubrious | 1.1103462E-5 |
| aerial | 2.2206925E-5 |
| languishing | 1.1103462E-5 |
| pages | 1.1103462E-5 |
| net | 5.551731E-5 |
| intense | 7.772423E-5 |
| new | 4.663454E-4 |
| took | 3.9972464E-4 |
| catching | 1.1103462E-5 |
| recommencing | 1.1103462E-5 |
| repassed | 1.1103462E-5 |
| live—swear | 1.1103462E-5 |
| musty | 1.1103462E-5 |
| godlike | 3.3310385E-5 |
| intervals | 3.3310385E-5 |
| Sunday | 1.1103462E-5 |
| bestowed | 1.44345E-4 |
| “for | 3.3310385E-5 |
| inconvenience | 1.1103462E-5 |
| “After | 2.2206925E-5 |
| boundary | 5.551731E-5 |
| torn | 5.551731E-5 |
| precipitate | 2.2206925E-5 |
| mandate | 1.1103462E-5 |
| dispelled | 1.1103462E-5 |
| influenced | 2.2206925E-5 |
| befallen | 3.3310385E-5 |
| reaching | 1.1103462E-5 |
| around | 3.7751772E-4 |
| impassable | 1.1103462E-5 |
| protraction | 1.1103462E-5 |
| heaths | 2.2206925E-5 |
| joyous | 3.3310385E-5 |
| Leeuw | 2.2206925E-5 |
| peasant’s | 1.1103462E-5 |
| Ireland | 4.441385E-5 |
| define | 1.1103462E-5 |
| tore | 5.551731E-5 |
| dictate | 2.2206925E-5 |
| Begone | 5.551731E-5 |
| stepped | 2.2206925E-5 |
| faintness | 1.1103462E-5 |
| decides | 1.1103462E-5 |
| prelude | 1.1103462E-5 |
| employment | 6.662077E-5 |
| specific | 1.1103462E-5 |
| ignoble | 1.1103462E-5 |
| freezing | 1.1103462E-5 |
| inherited | 2.2206925E-5 |
| engage | 3.3310385E-5 |
| whisper | 2.2206925E-5 |
| Let | 7.772423E-5 |
| remainder | 5.551731E-5 |
| NEGLIGENCE | 1.1103462E-5 |
| persuading | 2.2206925E-5 |
| epithets | 1.1103462E-5 |
| grovel | 1.1103462E-5 |
| angrily | 1.1103462E-5 |
| professional | 1.1103462E-5 |
| cheese | 3.3310385E-5 |
| inclemency | 2.2206925E-5 |
| decided | 4.441385E-5 |
| chimerical | 1.1103462E-5 |
| shoulder | 2.2206925E-5 |
| disconcerted | 1.1103462E-5 |
| fully | 3.3310385E-5 |
| fate—enounced | 1.1103462E-5 |
| canopied | 1.1103462E-5 |
| ensuing | 4.441385E-5 |
| journeying | 2.2206925E-5 |
| imminent | 2.2206925E-5 |
| “dear | 1.1103462E-5 |
| patches | 1.1103462E-5 |
| uninterrupted | 1.1103462E-5 |
| disinterested | 1.1103462E-5 |
| fearfully | 2.2206925E-5 |
| liberated | 1.1103462E-5 |
| Milan | 2.2206925E-5 |
| mystery | 3.3310385E-5 |
| slow | 7.772423E-5 |
| hovels | 1.1103462E-5 |
| exchanged | 4.441385E-5 |
| dissipate | 6.662077E-5 |
| deserved | 1.1103462E-5 |
| fainter | 1.1103462E-5 |
| flash | 3.3310385E-5 |
| complexity | 1.1103462E-5 |
| disunion | 1.1103462E-5 |
| students | 1.1103462E-5 |
| protectors | 1.44345E-4 |
| me—a | 1.1103462E-5 |
| permitted | 7.772423E-5 |
| amused | 1.1103462E-5 |
| mournful | 5.551731E-5 |
| expectations | 1.1103462E-5 |
| mechanism | 3.3310385E-5 |
| be—a | 1.1103462E-5 |
| jaws | 1.1103462E-5 |
| poison | 3.3310385E-5 |
| cataract | 1.1103462E-5 |
| bliss | 3.3310385E-5 |
| riot | 1.1103462E-5 |
| whirled | 1.1103462E-5 |
| palpable | 1.1103462E-5 |
| tour | 4.441385E-5 |
| persuade | 1.1103462E-4 |
| irresolute | 1.1103462E-5 |
| stayed | 2.2206925E-5 |
| absolute | 1.1103462E-5 |
| dross | 1.1103462E-5 |
| gossip | 1.1103462E-5 |
| understood | 1.5544846E-4 |
| supported | 5.551731E-5 |
| counsellors | 1.1103462E-5 |
| 19th | 1.1103462E-5 |
| boast | 3.3310385E-5 |
| research | 4.441385E-5 |
| sciences | 1.1103462E-5 |
| forgetting | 1.1103462E-5 |
| didst | 1.1103462E-5 |
| undulations | 1.1103462E-5 |
| sinister | 1.1103462E-5 |
| houses | 4.441385E-5 |
| brambles | 1.1103462E-5 |
| enunciation | 1.1103462E-5 |
| Chêne | 1.1103462E-5 |
| endeavours | 7.772423E-5 |
| attractive | 2.2206925E-5 |
| imagine | 4.441385E-5 |
| wounds | 3.3310385E-5 |
| town | 2.8869E-4 |
| boats | 2.2206925E-5 |
| girl | 3.1089692E-4 |
| enticements | 2.2206925E-5 |
| whatever | 2.2206925E-5 |
| yards | 1.1103462E-5 |
| destroying | 4.441385E-5 |
| ignorance | 4.441385E-5 |
| affectionately | 1.1103462E-5 |
| ugliness | 2.2206925E-5 |
| aloud | 6.662077E-5 |
| designs | 1.1103462E-5 |
| despondent | 1.1103462E-5 |
| Parliament | 1.1103462E-5 |
| aspires | 1.1103462E-5 |
| blind | 1.1103462E-4 |
| hidden | 2.2206925E-5 |
| Destruction | 1.1103462E-5 |
| September | 6.662077E-5 |
| nearly | 3.3310388E-4 |
| intrude | 1.1103462E-5 |
| non | 1.1103462E-5 |
| nor | 3.4420734E-4 |
| not | 0.0058182143 |
| drops | 5.551731E-5 |
| aspired | 1.1103462E-5 |
| now | 0.0016322089 |
| statement | 1.1103462E-5 |
| manacled | 1.1103462E-5 |
| gales | 2.2206925E-5 |
| lived | 2.5537962E-4 |
| sickened | 5.551731E-5 |
| thoughts | 4.2193156E-4 |
| conquer | 1.1103462E-5 |
| complexion | 2.2206925E-5 |
| locking | 1.1103462E-5 |
| what | 0.0010437254 |
| rise | 9.993116E-5 |
| flame | 1.1103462E-5 |
| Unborrow’d | 1.1103462E-5 |
| innocence | 1.9986232E-4 |
| when | 0.0030423487 |
| modest | 1.1103462E-5 |
| excluded | 2.2206925E-5 |
| hatred | 1.5544846E-4 |
| crush | 4.441385E-5 |
| conflagration | 1.1103462E-5 |
| endured | 2.5537962E-4 |
| Shelley | 4.441385E-5 |
| citadel | 1.1103462E-5 |
| promising | 1.1103462E-5 |
| give | 2.5537962E-4 |
| enchanting | 3.3310385E-5 |
| counsel | 1.1103462E-5 |
| lives | 7.772423E-5 |
| travellers | 2.2206925E-5 |
| depends | 1.1103462E-5 |
| probability | 3.3310385E-5 |
| contention | 1.1103462E-5 |
| lofty | 4.441385E-5 |
| concealing | 2.2206925E-5 |
| Hence | 1.1103462E-5 |
| determined | 1.9986232E-4 |
| inhabited | 8.88277E-5 |
| prevail | 2.2206925E-5 |
| ladies | 1.1103462E-5 |
| choicest | 1.1103462E-5 |
| apartments | 1.1103462E-5 |
| villains | 1.1103462E-5 |
| —one | 1.1103462E-5 |
| sentences | 1.1103462E-5 |
| direct | 7.772423E-5 |
| futile | 1.1103462E-5 |
| enabled | 5.551731E-5 |
| hardship | 2.2206925E-5 |
| modern | 1.1103462E-4 |
| befitting | 4.441385E-5 |
| Without | 1.1103462E-5 |
| livid | 3.3310385E-5 |
| pines | 3.3310385E-5 |
| mourner | 1.1103462E-5 |
| wrong | 1.1103462E-5 |
| bourne | 1.1103462E-5 |
| enchanted | 2.2206925E-5 |
| incredulous | 2.2206925E-5 |
| songs | 3.3310385E-5 |
| organization | 1.1103462E-5 |
| width | 1.1103462E-5 |
| indefatigable | 3.3310385E-5 |
| certain | 7.772423E-5 |
| preside | 1.1103462E-5 |
| board | 6.662077E-5 |
| offspring | 3.3310385E-5 |
| fosterage | 1.1103462E-5 |
| pursuing | 3.3310385E-5 |
| widow | 2.2206925E-5 |
| uninterested | 1.1103462E-5 |
| springing | 1.1103462E-5 |
| Turning | 2.2206925E-5 |
| writhed | 2.2206925E-5 |
| Urged | 2.2206925E-5 |
| used | 6.662077E-5 |
| constantly | 2.2206925E-5 |
| herds | 1.1103462E-5 |
| whale | 3.3310385E-5 |
| threaten | 1.1103462E-5 |
| irradiated | 1.1103462E-5 |
| letting | 1.1103462E-5 |
| awoke | 1.6655194E-4 |
| otherwise | 8.88277E-5 |
| marked | 1.1103462E-4 |
| sweeter | 1.1103462E-5 |
| recital | 1.1103462E-5 |
| respite | 4.441385E-5 |
| visible | 6.662077E-5 |
| projectors | 1.1103462E-5 |
| irremediable | 1.1103462E-5 |
| borne | 6.662077E-5 |
| nearer | 8.88277E-5 |
| pleasing | 1.1103462E-5 |
| solely | 2.2206925E-5 |
| market | 2.2206925E-5 |
| keen | 2.2206925E-5 |
| effects | 7.772423E-5 |
| keel | 1.1103462E-5 |
| ognor | 1.1103462E-5 |
| indifferent | 1.1103462E-5 |
| Salêve | 4.441385E-5 |
| keep | 7.772423E-5 |
| eagle | 2.2206925E-5 |
| solemn | 8.88277E-5 |
| screamed | 1.1103462E-5 |
| unworthy | 2.2206925E-5 |
| weigh | 1.1103462E-5 |
| wondrous | 7.772423E-5 |
| almighty | 1.1103462E-5 |
| imprisonment | 1.1103462E-5 |
| endurance | 1.1103462E-5 |
| fainted | 6.662077E-5 |
| necessarily | 2.2206925E-5 |
| rocky | 2.2206925E-5 |
| relaxed | 2.2206925E-5 |
| excommunication | 1.1103462E-5 |
| alone | 4.996558E-4 |
| strive | 1.1103462E-5 |
| along | 1.44345E-4 |
| rocks | 3.3310385E-5 |
| Isis | 1.1103462E-5 |
| “was | 1.1103462E-5 |
| dialogue | 1.1103462E-5 |
| merchant’s | 1.1103462E-5 |
| designed | 1.1103462E-5 |
| stimulus | 1.1103462E-5 |
| experimentalist | 1.1103462E-5 |
| Increase | 1.1103462E-5 |
| shine | 3.3310385E-5 |
| contained | 4.441385E-5 |
| downcast | 1.1103462E-5 |
| uses | 3.3310385E-5 |
| approached | 2.1096578E-4 |
| user | 3.3310385E-5 |
| unfold | 1.1103462E-5 |
| inhabitants | 1.2213808E-4 |
| solemnising | 1.1103462E-5 |
| Fortunately | 3.3310385E-5 |
| bring | 3.3310385E-5 |
| perpendicularly | 1.1103462E-5 |
| assures | 1.1103462E-5 |
| hearted | 1.1103462E-5 |
| brink | 3.3310385E-5 |
| replenished | 1.1103462E-5 |
| aversion | 1.1103462E-5 |
| giant | 1.1103462E-5 |
| neglect | 2.2206925E-5 |
| promoting | 2.2206925E-5 |
| veil | 3.3310385E-5 |
| league | 5.551731E-5 |
| “The | 2.9979346E-4 |
